00000000 UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU 00000000 XF800000
0000001D 00110010101010111001110001010101 CD5463AB CE4AAE71
0000001E 01100101010101110011100010101001 9AA8C757 CECAAE71
0000001D 00110101010100011000111010101110 35518EAE 4E55463A
0000001E 01101010101000110001110101011101 6AA31D5D 4ED5463A
0000001D 00101010101110011100010101000110 D5463ABA CE2AE715
0000001E 01010101011100111000101010001100 AA8C7574 CEAAE715
0000001E 01010101000110001110101011101001 5518EAE9 4EAA31D5
0000001E 01010101110011100010101000101101 AA31D5D3 CEAB9C54
0000001E 01010100011000111010101110100110 5463ABA6 4EA8C757
0000001E 01010111001110001010100010110100 A8C7574C CEAE7151
0000001E 01010001100011101010111010011001 518EAE99 4EA31D5D
0000001E 01011100111000101010001011001101 A31D5D33 CEB9C545
0000001E 01000110001110101011101001100111 463ABA67 4E8C7574
0000001E 01110011100010101000101100110001 8C7574CF CEE71516
0000001C 00011000111010101110100110011110 18EAE99E 4DC7574C
0000001D 00110001110101011101001100111100 31D5D33C 4E47574C
0000001E 01100011101010111010011001111000 63ABA678 4EC7574C
0000001D 00111000101010001011001100001111 C7574CF1 CE62A2CC
0000001E 01110001010100010110011000011110 8EAE99E2 CEE2A2CC
0000001C 00011101010111010011001111000101 1D5D33C5 4DEAE99E
0000001D 00111010101110100110011110001011 3ABA678B 4E6AE99E
0000001E 01110101011101001100111100010111 7574CF17 4EEAE99E
0000001C 00010101000101100110000111010001 EAE99E2F CDA8B30E
0000001D 00101010001011001100001110100010 D5D33C5E CE28B30E
0000001E 01010100010110011000011101000100 ABA678BC CEA8B30E
0000001E 01010111010011001111000101111000 574CF178 4EAE99E2
0000001E 01010001011001100001110100010000 AE99E2F0 CEA2CC3A
0000001E 01011101001100111100010111100001 5D33C5E1 4EBA678B
0000001E 01000101100110000111010000111110 BA678BC2 CE8B30E8
0000001E 01110100110011110001011110000101 74CF1785 4EE99E2F
0000001C 00010110011000011101000011110101 E99E2F0B CDB30E87
0000001D 00101100110000111010000111101001 D33C5E17 CE330E87
0000001E 01011001100001110100001111010010 A678BC2E CEB30E87
0000001E 01001100111100010111100001011101 4CF1785D 4E99E2F0
0000001E 01100110000111010000111101000110 99E2F0BA CECC3A1E
0000001D 00110011110001011110000101110101 33C5E175 4E4F1785
0000001E 01100111100010111100001011101011 678BC2EB 4ECF1785
0000001D 00110000111010000111101000101010 CF1785D6 CE43A1E8
0000001E 01100001110100001111010001010100 9E2F0BAC CEC3A1E8
0000001D 00111100010111100001011101011000 3C5E1758 4E71785D
0000001E 01111000101111000010111010110000 78BC2EB0 4EF1785D
0000001B 00001110100001111010001010011111 F1785D61 CD687A29
0000001C 00011101000011110100010100111101 E2F0BAC3 CDE87A29
0000001D 00111010000111101000101001111010 C5E17586 CE687A29
0000001E 01110100001111010001010011110011 8BC2EB0D CEE87A29
0000001C 00010111100001011101011000011010 1785D61A 4DBC2EB0
0000001D 00101111000010111010110000110101 2F0BAC35 4E3C2EB0
0000001E 01011110000101110101100001101011 5E17586B 4EBC2EB0
0000001E 01000011110100010100111100101010 BC2EB0D6 CE87A29E
0000001E 01111000010111010110000110101101 785D61AD 4EF0BAC3
0000001B 00001111010001010011110010100101 F0BAC35B CD7453CA
0000001C 00011110100010100111100101001010 E17586B6 CDF453CA
0000001D 00111101000101001111001010010011 C2EB0D6D CE7453CA
0000001E 01111010001010011110010100100101 85D61ADB CEF453CA
0000001B 00001011101011000011010110110111 0BAC35B7 4D3AC35B
0000001C 00010111010110000110101101101111 17586B6F 4DBAC35B
0000001D 00101110101100001101011011011110 2EB0D6DE 4E3AC35B
0000001E 01011101011000011010110110111100 5D61ADBC 4EBAC35B
0000001E 01000101001111001010010010000111 BAC35B79 CE8A7949
0000001E 01110101100001101011011011110010 7586B6F2 4EEB0D6D
0000001C 00010100111100101001001000011011 EB0D6DE5 CDA79490
0000001D 00101001111001010010010000110110 D61ADBCA CE279490
0000001E 01010011110010100100100001101100 AC35B794 CEA79490
0000001E 01011000011010110110111100101000 586B6F28 4EB0D6DE
0000001E 01001111001010010010000110101111 B0D6DE51 CE9E5243
0000001E 01100001101011011011110010100010 61ADBCA2 4EC35B79
0000001D 00111100101001001000011010111100 C35B7944 CE72921A
0000001E 01111001010010010000110101110111 86B6F289 CEF2921A
0000001B 00001101011011011110010100010011 0D6DE513 4D56DE51
0000001C 00011010110110111100101000100111 1ADBCA27 4DD6DE51
0000001D 00110101101101111001010001001110 35B7944E 4E56DE51
0000001E 01101011011011110010100010011100 6B6F289C 4ED6DE51
0000001D 00101001001000011010111011000111 D6DE5139 CE2486BB
0000001E 01010010010000110101110110001110 ADBCA272 CEA486BB
0000001E 01011011011110010100010011100101 5B7944E5 4EB6F289
0000001E 01001001000011010111011000110110 B6F289CA CE921AEC
0000001E 01101101111001010001001110010101 6DE51395 4EDBCA27
0000001D 00100100001101011101100011010110 DBCA272A CE10D763
0000001E 01001000011010111011000110101100 B7944E54 CE90D763
0000001E 01101111001010001001110010101001 6F289CA9 4EDE5139
0000001D 00100001101011101100011010101110 DE513952 CE06BB1A
0000001E 01000011010111011000110101011100 BCA272A4 CE86BB1A
0000001E 01111001010001001110010101001000 7944E548 4EF289CA
0000001B 00001101011101100011010101110000 F289CA90 CD576357
0000001C 00011010111011000110101011011111 E5139521 CDD76356
0000001D 00110101110110001101010110111110 CA272A42 CE576356
0000001E 01101011101100011010101101111011 944E5485 CED76356
0000001D 00101000100111001010100100001010 289CA90A 4E2272A4
0000001E 01010001001110010101001000010101 51395215 4EA272A4
0000001E 01011101100011010101101111010110 A272A42A CEBB1AB7
0000001E 01000100111001010100100001010101 44E54855 4E89CA90
0000001E 01110110001101010110111101010110 89CA90AA CEEC6ADE
0000001C 00010011100101010010000101010100 13952154 4D9CA90A
0000001D 00100111001010100100001010101000 272A42A8 4E1CA90A
0000001E 01001110010101001000010101010001 4E548551 4E9CA90A
0000001E 01100011010101101111010101011101 9CA90AA3 CEC6ADEA
0000001D 00111001010100100001010101000110 39521546 4E654855
0000001E 01110010101001000010101010001101 72A42A8D 4EE54855
0000001C 00011010101101111010101011100110 E548551A CDD5BD57
0000001D 00110101011011110101010111001100 CA90AA34 CE55BD57
0000001E 01101010110111101010101110010111 95215469 CED5BD57
0000001D 00101010010000101010100011010011 2A42A8D3 4E290AA3
0000001E 01010100100001010101000110100110 548551A6 4EA90AA3
0000001E 01010110111101010101110010110011 A90AA34D CEADEAB9
0000001E 01010010000101010100011010011010 5215469A 4EA42A8D
0000001E 01011011110101010111001011001011 A42A8D35 CEB7AAE5
0000001E 01001000010101010001101001101011 48551A6B 4E90AA34
0000001E 01101111010101011100101100101010 90AA34D6 CEDEAB96
0000001D 00100001010101000110100110101101 215469AD 4E0551A6
0000001E 01000010101010001101001101011011 42A8D35B 4E8551A6
0000001E 01111010101011100101100101001001 8551A6B7 CEF55CB2
0000001B 00001010101000110100110101101111 0AA34D6F 4D2A34D6
0000001C 00010101010001101001101011011111 15469ADF 4DAA34D6
0000001D 00101010100011010011010110111110 2A8D35BE 4E2A34D6
0000001E 01010101000110100110101101111101 551A6B7D 4EAA34D6
0000001E 01010101110010110010100100000101 AA34D6FB CEAB9652
0000001E 01010100011010011010110111110110 5469ADF6 4EA8D35B
0000001E 01010111001011001010010000010100 A8D35BEC CEAE5948
0000001E 01010001101001101011011111011001 51A6B7D9 4EA34D6F
0000001E 01011100101100101001000001001110 A34D6FB2 CEB96520
0000001E 01000110100110101101111101100100 469ADF64 4E8D35BE
0000001E 01110010110010100100000100111000 8D35BEC8 CEE59482
0000001C 00011010011010110111110110010000 1A6B7D90 4DD35BEC
0000001D 00110100110101101111101100100001 34D6FB21 4E535BEC
0000001E 01101001101011011111011001000011 69ADF643 4ED35BEC
0000001D 00101100101001000001001101111001 D35BEC87 CE32904D
0000001E 01011001010010000010011011110001 A6B7D90F CEB2904D
0000001E 01001101011011111011001000011110 4D6FB21E 4E9ADF64
0000001E 01100101001000001001101111000100 9ADF643C CECA4137
0000001D 00110101101111101100100001111001 35BEC879 4E56FB21
0000001E 01101011011111011001000011110010 6B7D90F2 4ED6FB21
0000001D 00101001000001001101111000011100 D6FB21E4 CE241378
0000001E 01010010000010011011110000111000 ADF643C8 CEA41378
0000001E 01011011111011001000011110010000 5BEC8790 4EB7D90F
0000001E 01001000001001101111000011011111 B7D90F21 CE904DE1
0000001E 01101111101100100001111001000010 6FB21E42 4EDF643C
0000001D 00100000100110111100001101111100 DF643C84 CE026F0D
0000001E 01000001001101111000011011111000 BEC87908 CE826F0D
0000001E 01111101100100001111001000010001 7D90F211 4EFB21E4
0000001A 00000100110111100001101111011101 FB21E423 CC9BC37B
0000001B 00001001101111000011011110111010 F643C846 CD1BC37B
0000001C 00010011011110000110111101110100 EC87908C CD9BC37B
0000001D 00100110111100001101111011100111 D90F2119 CE1BC37B
0000001E 01001101111000011011110111001110 B21E4232 CE9BC37B
0000001E 01100100001111001000010001100100 643C8464 4EC87908
0000001D 00110111100001101111011100110111 C87908C9 CE5E1BDC
0000001E 01101111000011011110111001101101 90F21193 CEDE1BDC
0000001D 00100001111001000010001100100110 21E42326 4E07908C
0000001E 01000011110010000100011001001100 43C8464C 4E87908C
0000001E 01111000011011110111001101101000 87908C98 CEF0DEE6
0000001B 00001111001000010001100100110001 0F211931 4D721193
0000001C 00011110010000100011001001100010 1E423262 4DF21193
0000001D 00111100100001000110010011000101 3C8464C5 4E721193
0000001E 01111001000010001100100110001011 7908C98B 4EF21193
0000001B 00001101111011100110110011101010 F2119316 CD5EE6CE
0000001C 00011011110111001101100111010100 E423262C CDDEE6CE
0000001D 00110111101110011011001110101000 C8464C58 CE5EE6CE
0000001E 01101111011100110110011101001111 908C98B1 CEDEE6CE
0000001D 00100001000110010011000101100010 21193162 4E0464C5
0000001E 01000010001100100110001011000101 423262C5 4E8464C5
0000001E 01111011100110110011101001110110 8464C58A CEF73674
0000001B 00001000110010011000101100010101 08C98B15 4D0C98B1
0000001C 00010001100100110001011000101011 1193162B 4D8C98B1
0000001D 00100011001001100010110001010110 23262C56 4E0C98B1
0000001E 01000110010011000101100010101100 464C58AC 4E8C98B1
0000001E 01110011011001110100111010101000 8C98B158 CEE6CE9D
0000001C 00011001001100010110001010110001 193162B1 4DC98B15
0000001D 00110010011000101100010101100010 3262C562 4E498B15
0000001E 01100100110001011000101011000100 64C58AC4 4EC98B15
0000001D 00110110011101001110101001111000 C98B1588 CE59D3A9
0000001E 01101100111010011101010011101111 93162B11 CED9D3A9
0000001D 00100110001011000101011000100010 262C5622 4E18B158
0000001E 01001100010110001010110001000100 4C58AC44 4E98B158
0000001E 01100111010011101010011101111000 98B15888 CECE9D4E
0000001D 00110001011000101011000100010000 3162B110 4E458AC4
0000001E 01100010110001010110001000100001 62C56221 4EC58AC4
0000001D 00111010011101010011101110111101 C58AC443 CE69D4EE
0000001E 01110100111010100111011101111001 8B158887 CEE9D4EE
0000001C 00010110001010110001000100001111 162B110F 4DB15888
0000001D 00101100010101100010001000011111 2C56221F 4E315888
0000001E 01011000101011000100010000111110 58AC443E 4EB15888
0000001E 01001110101001110111011110000100 B158887C CE9D4EEF
0000001E 01100010101100010001000011111001 62B110F9 4EC56221
0000001D 00111010100111011101111000001110 C56221F2 CE6A7778
0000001E 01110101001110111011110000011011 8AC443E5 CEEA7778
0000001C 00010101100010001000011111001010 158887CA 4DAC443E
0000001D 00101011000100010000111110010101 2B110F95 4E2C443E
0000001E 01010110001000100001111100101011 56221F2B 4EAC443E
0000001E 01010011101110111100000110101001 AC443E57 CEA77783
0000001E 01011000100010000111110010101111 58887CAF 4EB110F9
0000001E 01001110111011110000011010100010 B110F95E CE9DDE0D
0000001E 01100010001000011111001010111100 6221F2BC 4EC443E5
0000001D 00111011101111000001101010000111 C443E579 CE6EF06A
0000001E 01110111011110000011010100001110 8887CAF2 CEEEF06A
0000001C 00010001000011111001010111100100 110F95E4 4D887CAF
0000001D 00100010000111110010101111001000 221F2BC8 4E087CAF
0000001E 01000100001111100101011110010000 443E5790 4E887CAF
0000001E 01110111100000110101000011011111 887CAF21 CEEF06A1
0000001C 00010000111110010101111001000011 10F95E43 4D87CAF2
0000001D 00100001111100101011110010000111 21F2BC87 4E07CAF2
0000001E 01000011111001010111100100001111 43E5790F 4E87CAF2
0000001E 01111000001101010000110111100001 87CAF21F CEF06A1B
0000001B 00001111100101011110010000111111 0F95E43F 4D795E43
0000001C 00011111001010111100100001111110 1F2BC87E 4DF95E43
0000001D 00111110010101111001000011111100 3E5790FC 4E795E43
0000001E 01111100101011110010000111111000 7CAF21F8 4EF95E43
0000001A 00000110101000011011110000001111 F95E43F1 CCD43781
0000001B 00001101010000110111100000011110 F2BC87E2 CD543781
0000001C 00011010100001101111000000111011 E5790FC5 CDD43781
0000001D 00110101000011011110000001110101 CAF21F8B CE543781
0000001E 01101010000110111100000011101010 95E43F16 CED43781
0000001D 00101011110010000111111000101101 2BC87E2D 4E2F21F8
0000001E 01010111100100001111110001011011 5790FC5B 4EAF21F8
0000001E 01010000110111100000011101001010 AF21F8B6 CEA1BC0E
0000001E 01011110010000111111000101101101 5E43F16D 4EBC87E2
0000001E 01000011011110000001110100100101 BC87E2DB CE86F03A
0000001E 01111001000011111100010110110111 790FC5B7 4EF21F8B
0000001B 00001101111000000111010010010010 F21F8B6E CD5E0749
0000001C 00011011110000001110100100100100 E43F16DC CDDE0749
0000001D 00110111100000011101001001001000 C87E2DB8 CE5E0749
0000001E 01101111000000111010010010010000 90FC5B70 CEDE0749
0000001D 00100001111110001011011011100000 21F8B6E0 4E07E2DB
0000001E 01000011111100010110110111000001 43F16DC1 4E87E2DB
0000001E 01111000000111010010010001111110 87E2DB82 CEF03A48
0000001B 00001111110001011011011100000101 0FC5B705 4D7C5B70
0000001C 00011111100010110110111000001011 1F8B6E0B 4DFC5B70
0000001D 00111111000101101101110000010110 3F16DC16 4E7C5B70
0000001E 01111110001011011011100000101101 7E2DB82D 4EFC5B70
00000019 00000011101001001000111110100110 FC5B705A CC6923E9
0000001A 00000111010010010001111101001100 F8B6E0B4 CCE923E9
0000001B 00001110100100100011111010011000 F16DC168 CD6923E9
0000001C 00011101001001000111110100110000 E2DB82D0 CDE923E9
0000001D 00111010010010001111101001011111 C5B705A1 CE6923E9
0000001E 01110100100100011111010010111101 8B6E0B43 CEE923E9
0000001C 00010110110111000001011010000110 16DC1686 4DB6E0B4
0000001D 00101101101110000010110100001101 2DB82D0D 4E36E0B4
0000001E 01011011011100000101101000011010 5B705A1A 4EB6E0B4
0000001E 01001001000111110100101111001100 B6E0B434 CE923E97
0000001E 01101101110000010110100001101000 6DC16868 4EDB82D0
0000001D 00100100011111010010111100110000 DB82D0D0 CE11F4BC
0000001E 01001000111110100101111001011111 B705A1A1 CE91F4BC
0000001E 01101110000010110100001101000010 6E0B4342 4EDC1686
0000001D 00100011111010010111100101111011 DC168685 CE0FA5E5
0000001E 01000111110100101111001011110110 B82D0D0A CE8FA5E5
0000001E 01110000010110100001101000010101 705A1A15 4EE0B434
0000001C 00011111010010111100101111010101 E0B4342B CDFA5E5E
0000001D 00111110100101111001011110101010 C1686856 CE7A5E5E
0000001E 01111101001011110010111101010011 82D0D0AD CEFA5E5E
0000001A 00000101101000011010000101011010 05A1A15A 4CB4342B
0000001B 00001011010000110100001010110100 0B4342B4 4D34342B
0000001C 00010110100001101000010101101000 16868568 4DB4342B
0000001D 00101101000011010000101011010000 2D0D0AD0 4E34342B
0000001E 01011010000110100001010110100000 5A1A15A0 4EB4342B
0000001E 01001011110010111101010011000000 B4342B40 CE9797A9
0000001E 01101000011010000101011010000000 68685680 4ED0D0AD
0000001D 00101111001011110101001011111111 D0D0AD01 CE3CBD4B
0000001E 01011110010111101010010111111110 A1A15A02 CEBCBD4B
0000001E 01000011010000101011010000000101 4342B405 4E868568
0000001E 01111001011110101001011111110101 8685680B CEF2F52F
0000001B 00001101000010101101000000010111 0D0AD017 4D50AD01
0000001C 00011010000101011010000000101110 1A15A02E 4DD0AD01
0000001D 00110100001010110100000001011101 342B405D 4E50AD01
0000001E 01101000010101101000000010111010 685680BA 4ED0AD01
0000001D 00101111010100101111111010001011 D0AD0175 CE3D4BFA
0000001E 01011110101001011111110100010101 A15A02EB CEBD4BFA
0000001E 01000010101101000000010111010111 42B405D7 4E85680B
0000001E 01111010100101111111010001010001 85680BAF CEF52FE8
0000001B 00001010110100000001011101011110 0AD0175E 4D2D0175
0000001C 00010101101000000010111010111101 15A02EBD 4DAD0175
0000001D 00101011010000000101110101111010 2B405D7A 4E2D0175
0000001E 01010110100000001011101011110101 5680BAF5 4EAD0175
0000001E 01010010111111101000101000010101 AD0175EB CEA5FD14
0000001E 01011010000000101110101111010111 5A02EBD7 4EB405D7
0000001E 01001011111110100010100001010010 B405D7AE CE97F450
0000001E 01101000000010111010111101011100 680BAF5C 4ED0175E
0000001D 00101111111010001010000101001000 D0175EB8 CE3FA285
0000001E 01011111110100010100001010001111 A02EBD71 CEBFA285
0000001E 01000000010111010111101011100011 405D7AE3 4E80BAF5
0000001E 01111111010001010000101000111010 80BAF5C6 CEFE8A14
00000018 00000001011101011110101110001101 0175EB8D 4BBAF5C6
00000019 00000010111010111101011100011010 02EBD71A 4C3AF5C6
0000001A 00000101110101111010111000110100 05D7AE34 4CBAF5C6
0000001B 00001011101011110101110001101000 0BAF5C68 4D3AF5C6
0000001C 00010111010111101011100011010001 175EB8D1 4DBAF5C6
0000001D 00101110101111010111000110100011 2EBD71A3 4E3AF5C6
0000001E 01011101011110101110001101000111 5D7AE347 4EBAF5C6
0000001E 01000101000010100011100101110001 BAF5C68F CE8A1472
0000001E 01110101111010111000110100011110 75EB8D1E 4EEBD71A
0000001C 00010100001010001110010111000100 EBD71A3C CDA1472E
0000001D 00101000010100011100101110000111 D7AE3479 CE21472E
0000001E 01010000101000111001011100001101 AF5C68F3 CEA1472E
0000001E 01011110101110001101000111100111 5EB8D1E7 4EBD71A3
0000001E 01000010100011100101110000110001 BD71A3CF CE851CB8
0000001E 01111010111000110100011110011110 7AE3479E 4EF5C68F
0000001B 00001010001110010111000011000100 F5C68F3C CD23970C
0000001C 00010100011100101110000110000111 EB8D1E79 CDA3970C
0000001D 00101000111001011100001100001110 D71A3CF2 CE23970C
0000001E 01010001110010111000011000011100 AE3479E4 CEA3970C
0000001E 01011100011010001111001111001000 5C68F3C8 4EB8D1E7
0000001E 01000111001011100001100001101111 B8D1E791 CE8E5C30
0000001E 01110001101000111100111100100010 71A3CF22 4EE3479E
